Post_ID,Platform,Content_Type,Content_Category,Post_Type,Region,Longitude,Latitude,Engagement,Views,Likes,Shares,Comments,Engagement_Rate,Impressions,Video_Views,Live_Stream_Views,Clicks,Click_Through_Rate,Main_Hashtag,Post_Published_At,Post_Date,Post_Hour,Engagement_Level
Post_3164,X.com,Organic,Product Promotion,Image,Brazil,-51.9253,-14.235,"  84,236 ","  781,246 ","  115,531 ","  40,009 ","  31,013 ",0.11,"  993,175 ",  -   ,  -   ,,,#FeatureHighlight,2025-03-29 08:12:00,3/29/2025,8,Medium
Post_3165,X.com,Organic,Customer Story,Image,USA,-95.7129,37.0902,"  5,235 ","  27,165 ","  3,725 ","  1,370 ","  1,103 ",0.19,"  33,935 ",  -   ,  -   ,,,#SuccessStory,2024-04-06 17:17:00,4/6/2024,17,Medium
Post_3166,TikTok,Organic,Customer Story,Video,UK,-3.436,55.3781,"  506,984 ","  2,281,810 ","  269,612 ","  93,737 ","  80,288 ",0.22,"  2,674,463 ","  2,281,810 ",  -   ,"  50,814 ",1.90%,#CustomerStory,2024-02-07 17:36:00,2/7/2024,17,High
Post_3167,Instagram,Sponsored,Customer Story,Image,USA,-95.7129,37.0902,"  154,240 ","  756,983 ","  112,505 ","  41,705 ","  34,031 ",0.20,"  867,832 ",  -   ,  -   ,,,#SuccessStory,2024-11-23 16:53:00,11/23/2024,16,High
Post_3168,X.com,Organic,Event / Webinar,Image,UK,-3.436,55.3781,"  28,625 ","  202,611 ","  42,103 ","  11,620 ","  7,673 ",0.14,"  255,686 ",  -   ,  -   ,,,#EventRecap,2024-03-17 16:52:00,3/17/2024,16,Medium
Post_3169,X.com,Organic,Product Promotion,Video,India,78.9629,20.5937,"  196,549 ","  2,118,845 ","  405,496 ","  156,271 ","  111,670 ",0.09,"  2,585,652 ","  2,118,845 ",  -   ,,,#ProductDemo,2024-09-11 10:04:00,9/11/2024,10,Low
Post_3170,TikTok,Sponsored,Entertainment,Video,Canada,-106.3468,56.1304,"  184,602 ","  2,745,943 ","  584,825 ","  141,871 ","  115,041 ",0.07,"  3,054,625 ","  2,745,943 ",  -   ,"  62,314 ",2.04%,#TrendingNow,2024-02-28 12:43:00,2/28/2024,12,Low
Post_3171,X.com,Organic,Customer Story,Image,Japan,138.2529,36.2048,"  59,256 ","  312,917 ","  59,240 ","  21,546 ","  12,590 ",0.19,"  376,088 ",  -   ,  -   ,,,#SuccessStory,2025-04-15 16:38:00,4/15/2025,16,Medium
Post_3172,Instagram,Organic,Customer Story,Image,Brazil,-51.9253,-14.235,"  19,803 ","  87,090 ","  18,184 ","  4,783 ","  3,861 ",0.23,"  111,436 ",  -   ,  -   ,,,#SuccessStory,2025-01-03 10:33:00,1/3/2025,10,High
Post_3173,TikTok,Organic,Customer Story,Live Stream,Japan,138.2529,36.2048,"  20,099 ","  84,063 ","  8,451 ","  5,100 ","  1,781 ",0.24,"  100,945 ",  -   ,"  251,058 ","  2,321 ",2.30%,#SuccessStory,2024-05-19 12:09:00,5/19/2024,12,High
Post_3174,TikTok,Organic,Product Promotion,Video,India,78.9629,20.5937,"  84,739 ","  932,348 ","  170,142 ","  40,540 ","  47,966 ",0.09,"  1,075,876 ","  932,348 ",  -   ,"  26,681 ",2.48%,#ProductDemo,2024-08-08 10:39:00,8/8/2024,10,Low
Post_3175,TikTok,Organic,Product Promotion,Live Stream,UK,-3.436,55.3781,"  26,002 ","  319,618 ","  40,111 ","  24,053 ","  8,957 ",0.08,"  414,837 ",  -   ,"  51,827 ","  6,471 ",1.56%,#FeatureHighlight,2025-03-25 11:31:00,3/25/2025,11,Low
Post_3176,YouTube,Organic,Customer Story,Video,USA,-95.7129,37.0902,"  68,327 ","  397,140 ","  55,409 ","  15,882 ","  8,165 ",0.17,"  495,024 ","  358,378 ",  -   ,,,#CustomerStory,2025-04-26 17:12:00,4/26/2025,17,Medium
Post_3177,X.com,Organic,Customer Story,Image,Brazil,-51.9253,-14.235,"  78,625 ","  349,397 ","  48,393 ","  18,244 ","  16,199 ",0.23,"  415,067 ",  -   ,  -   ,,,#SuccessStory,2024-03-14 16:52:00,3/14/2024,16,High
Post_3178,YouTube,Sponsored,Customer Story,Video,Canada,-106.3468,56.1304,"  56,508 ","  315,763 ","  64,604 ","  19,482 ","  7,763 ",0.18,"  396,664 ","  308,506 ",  -   ,,,#CustomerStory,2024-04-04 15:17:00,4/4/2024,15,Medium
Post_3179,X.com,Organic,Product Promotion,Video,USA,-95.7129,37.0902,"  381,795 ","  2,678,894 ","  330,211 ","  116,263 ","  95,709 ",0.14,"  3,096,763 ","  2,678,894 ",  -   ,,,#ProductDemo,2025-04-16 11:15:00,4/16/2025,11,Medium
Post_3180,X.com,Organic,Customer Story,Image,Australia,133.7751,-25.2744,"  61,515 ","  378,183 ","  50,741 ","  26,574 ","  17,218 ",0.16,"  458,771 ",  -   ,  -   ,,,#SuccessStory,2024-11-23 10:57:00,11/23/2024,10,Medium
Post_3181,X.com,Organic,Customer Story,Image,USA,-95.7129,37.0902,"  54,845 ","  252,482 ","  32,488 ","  17,610 ","  14,812 ",0.22,"  314,445 ",  -   ,  -   ,,,#SuccessStory,2025-01-23 17:16:00,1/23/2025,17,High
Post_3182,TikTok,Organic,Product Promotion,Video,Japan,138.2529,36.2048,"  195,394 ","  1,987,797 ","  494,819 ","  124,341 ","  57,046 ",0.10,"  2,267,607 ","  1,987,797 ",  -   ,"  53,742 ",2.37%,#ProductDemo,2024-10-06 16:32:00,10/6/2024,16,Low
Post_3183,Instagram,Organic,Event / Webinar,Live Stream,Brazil,-51.9253,-14.235,"  18,113 ","  135,442 ","  30,105 ","  6,495 ","  5,309 ",0.13,"  175,145 ",  -   ,"  196,868 ",,,#EventRecap,2024-03-21 14:08:00,3/21/2024,14,Medium
Post_3184,X.com,Organic,Product Promotion,Image,India,78.9629,20.5937,"  98,712 ","  679,957 ","  141,558 ","  46,071 ","  19,609 ",0.15,"  816,083 ",  -   ,  -   ,,,#FeatureHighlight,2024-03-27 18:52:00,3/27/2024,18,Medium
Post_3185,X.com,Organic,Customer Story,Image,UK,-3.436,55.3781,"  74,657 ","  370,936 ","  71,728 ","  19,956 ","  18,982 ",0.20,"  425,475 ",  -   ,  -   ,,,#SuccessStory,2024-12-03 17:53:00,12/3/2024,17,High
Post_3186,X.com,Organic,Customer Story,Video,Australia,133.7751,-25.2744,"  312,324 ","  1,500,302 ","  319,629 ","  109,925 ","  82,733 ",0.21,"  1,885,481 ","  1,500,302 ",  -   ,,,#CustomerStory,2024-01-28 11:46:00,1/28/2024,11,High
Post_3187,YouTube,Organic,Event / Webinar,Live Stream,Japan,138.2529,36.2048,"  29,356 ","  277,194 ","  43,502 ","  17,166 ","  7,329 ",0.11,"  359,268 ",  -   ,"  1,555,978 ",,,#WebinarReplay,2024-07-18 16:23:00,7/18/2024,16,Medium
Post_3188,X.com,Organic,Customer Story,Image,Australia,133.7751,-25.2744,"  46,181 ","  244,808 ","  52,145 ","  8,149 ","  12,371 ",0.19,"  307,220 ",  -   ,  -   ,,,#SuccessStory,2024-12-03 17:29:00,12/3/2024,17,Medium
Post_3189,Instagram,Organic,Product Promotion,Video,USA,-95.7129,37.0902,"  103,331 ","  1,091,479 ","  189,320 ","  38,771 ","  42,418 ",0.09,"  1,253,852 ","  1,091,479 ",  -   ,,,#ProductDemo,2024-10-29 12:04:00,10/29/2024,12,Low
Post_3190,X.com,Organic,Product Promotion,Video,Canada,-106.3468,56.1304,"  251,634 ","  2,749,958 ","  418,996 ","  104,855 ","  80,304 ",0.09,"  3,067,065 ","  2,749,958 ",  -   ,,,#ProductDemo,2025-04-15 08:09:00,4/15/2025,8,Low
Post_3191,Instagram,Organic,Customer Story,Live Stream,USA,-95.7129,37.0902,"  53,067 ","  255,991 ","  40,833 ","  14,527 ","  11,553 ",0.21,"  328,788 ",  -   ,"  171,477 ",,,#SuccessStory,2025-03-03 12:50:00,3/3/2025,12,High
Post_3192,Instagram,Sponsored,Entertainment,Video,Canada,-106.3468,56.1304,"  131,853 ","  2,620,418 ","  378,212 ","  206,461 ","  91,315 ",0.05,"  2,894,283 ","  2,620,418 ",  -   ,,,#TrendingNow,2024-03-12 16:49:00,3/12/2024,16,Low
Post_3193,YouTube,Organic,Customer Story,Video,Brazil,-51.9253,-14.235,"  62,905 ","  415,802 ","  46,669 ","  22,486 ","  15,071 ",0.15,"  507,792 ","  381,940 ",  -   ,,,#CustomerStory,2024-05-24 15:02:00,5/24/2024,15,Medium
Post_3194,YouTube,Sponsored,Product Promotion,Video,Canada,-106.3468,56.1304,"  214,566 ","  2,067,531 ","  342,852 ","  158,587 ","  85,574 ",0.10,"  2,561,144 ","  2,067,531 ",  -   ,,,#ProductDemo,2024-12-15 10:17:00,12/15/2024,10,Medium
Post_3195,YouTube,Organic,Entertainment,Video,India,78.9629,20.5937,"  35,543 ","  428,018 ","  51,766 ","  23,810 ","  14,059 ",0.08,"  507,044 ","  367,755 ",  -   ,,,#TrendingNow,2024-05-03 11:06:00,5/3/2024,11,Low
Post_3196,Instagram,Sponsored,Customer Story,Video,India,78.9629,20.5937,"  282,506 ","  1,814,219 ","  448,789 ","  68,641 ","  75,530 ",0.16,"  2,031,515 ","  1,814,219 ",  -   ,,,#CustomerStory,2025-02-13 11:07:00,2/13/2025,11,Medium
Post_3197,Instagram,Organic,Customer Story,Image,Australia,133.7751,-25.2744,"  50,782 ","  280,017 ","  67,762 ","  13,878 ","  6,327 ",0.18,"  329,757 ",  -   ,  -   ,,,#SuccessStory,2025-03-27 17:34:00,3/27/2025,17,Medium
Post_3198,X.com,Organic,Product Promotion,Image,India,78.9629,20.5937,"  15,067 ","  104,134 ","  12,689 ","  4,321 ","  4,657 ",0.14,"  115,951 ",  -   ,  -   ,,,#FeatureHighlight,2024-09-08 10:26:00,9/8/2024,10,Medium
Post_3199,LinkedIn,Organic,Entertainment,Text,Canada,-106.3468,56.1304,"  90,301 ","  961,537 ","  156,998 ","  29,765 ","  57,135 ",0.09,"  1,128,289 ",  -   ,  -   ,,,#FunContent,11:03:00 AM,12/19/2024,11,Low
Post_3200,X.com,Organic,Entertainment,Video,Canada,-106.3468,56.1304,"  93,970 ","  1,442,225 ","  312,655 ","  66,749 ","  56,247 ",0.07,"  1,698,497 ","  1,442,225 ",  -   ,,,#TrendingNow,2024-12-07 10:11:00,12/7/2024,10,Low
Post_3201,YouTube,Organic,Product Promotion,Video,USA,-95.7129,37.0902,"  280,645 ","  2,613,735 ","  532,049 ","  97,416 ","  114,079 ",0.11,"  3,341,519 ","  2,613,735 ",  -   ,,,#ProductDemo,2024-02-14 10:22:00,2/14/2024,10,Medium
Post_3202,X.com,Organic,Product Promotion,Image,Brazil,-51.9253,-14.235,"  47,653 ","  441,181 ","  90,444 ","  16,515 ","  24,138 ",0.11,"  511,906 ",  -   ,  -   ,,,#FeatureHighlight,2024-07-28 18:48:00,7/28/2024,18,Medium
Post_3203,YouTube,Organic,Product Promotion,Video,UK,-3.436,55.3781,"  366,654 ","  3,112,444 ","  708,317 ","  238,352 ","  177,988 ",0.12,"  3,428,639 ","  3,112,444 ",  -   ,,,#ProductDemo,2024-03-04 10:59:00,3/4/2024,10,Medium
Post_3204,X.com,Organic,Customer Story,Image,Canada,-106.3468,56.1304,  183 ,"  1,000 ",  238 ,  32 ,  30 ,0.18,"  1,202 ",  -   ,  -   ,,,#SuccessStory,2024-04-22 10:04:00,4/22/2024,10,Medium
Post_3206,YouTube,Organic,Entertainment,Video,Australia,133.7751,-25.2744,"  264,518 ","  3,829,267 ","  427,005 ","  231,586 ","  181,007 ",0.07,"  4,599,364 ","  3,829,267 ",  -   ,,,#TrendingNow,2025-02-27 17:47:00,2/27/2025,17,Low
Post_3207,X.com,Organic,Entertainment,Image,UK,-3.436,55.3781,"  16,641 ","  320,275 ","  72,989 ","  11,850 ","  11,540 ",0.05,"  357,123 ",  -   ,  -   ,,,#FunContent,2024-03-19 15:29:00,3/19/2024,15,Low
Post_3208,Instagram,Sponsored,Customer Story,Image,India,78.9629,20.5937,"  110,780 ","  606,672 ","  110,281 ","  38,515 ","  34,973 ",0.18,"  757,046 ",  -   ,  -   ,,,#SuccessStory,2024-08-15 15:20:00,8/15/2024,15,Medium
Post_3209,YouTube,Organic,Product Promotion,Live Stream,Germany,10.4515,51.1657,"  36,272 ","  324,567 ","  55,749 ","  18,844 ","  14,230 ",0.11,"  383,636 ",  -   ,"  1,757,724 ",,,#ProductDemo,2024-09-24 17:35:00,9/24/2024,17,Medium
Post_3210,Instagram,Organic,Product Promotion,Video,Australia,133.7751,-25.2744,"  244,502 ","  2,053,134 ","  262,342 ","  118,552 ","  100,376 ",0.12,"  2,629,644 ","  2,053,134 ",  -   ,,,#ProductDemo,2024-03-15 12:53:00,3/15/2024,12,Medium
Post_3211,YouTube,Sponsored,Entertainment,Video,USA,-95.7129,37.0902,"  101,163 ","  2,017,538 ","  396,394 ","  100,295 ","  78,133 ",0.05,"  2,584,976 ","  2,017,538 ",  -   ,,,#TrendingNow,2024-04-29 10:11:00,4/29/2024,10,Low
Post_3212,Instagram,Sponsored,Customer Story,Image,Germany,10.4515,51.1657,"  68,932 ","  352,719 ","  84,513 ","  26,373 ","  9,006 ",0.20,"  447,959 ",  -   ,  -   ,,,#SuccessStory,2024-07-12 11:25:00,7/12/2024,11,Medium
Post_3213,Instagram,Organic,Product Promotion,Live Stream,Germany,10.4515,51.1657,"  24,341 ","  235,127 ","  41,804 ","  16,213 ","  9,988 ",0.10,"  305,358 ",  -   ,"  282,285 ",,,#FeatureHighlight,2024-02-12 15:59:00,2/12/2024,15,Medium
Post_3214,YouTube,Organic,Customer Story,Video,UK,-3.436,55.3781,"  61,937 ","  298,061 ","  61,725 ","  20,753 ","  11,852 ",0.21,"  378,953 ","  287,514 ",  -   ,,,#CustomerStory,2024-10-27 08:35:00,10/27/2024,8,High
Post_3216,YouTube,Organic,Product Promotion,Video,UK,-3.436,55.3781,"  235,785 ","  2,882,013 ","  397,002 ","  137,650 ","  75,388 ",0.08,"  3,568,348 ","  2,882,013 ",  -   ,,,#ProductDemo,2024-04-05 10:06:00,4/5/2024,10,Low
Post_3217,TikTok,Organic,Product Promotion,Live Stream,Germany,10.4515,51.1657,"  35,909 ","  261,438 ","  50,342 ","  15,078 ","  6,153 ",0.14,"  325,725 ",  -   ,"  200,512 ","  5,439 ",1.67%,#FeatureHighlight,2025-04-06 17:15:00,4/6/2025,17,Medium
Post_3218,Instagram,Organic,Event / Webinar,Live Stream,USA,-95.7129,37.0902,"  296,777 ","  2,280,084 ","  454,241 ","  170,870 ","  117,101 ",0.13,"  2,864,202 ",  -   ,"  470,873 ",,,#WebinarReplay,2024-02-06 16:15:00,2/6/2024,16,Medium
Post_3219,YouTube,Sponsored,Customer Story,Video,Germany,10.4515,51.1657,"  112,467 ","  505,382 ","  58,792 ","  26,763 ","  26,029 ",0.22,"  558,722 ","  493,809 ",  -   ,,,#CustomerStory,2024-11-05 10:42:00,11/5/2024,10,High
Post_3220,X.com,Organic,Customer Story,Video,USA,-95.7129,37.0902,"  381,983 ","  2,121,658 ","  230,270 ","  70,774 ","  104,473 ",0.18,"  2,546,484 ","  2,121,658 ",  -   ,,,#CustomerStory,2024-09-22 18:00:00,9/22/2024,18,Medium
Post_3221,YouTube,Sponsored,Product Promotion,Video,Brazil,-51.9253,-14.235,"  202,229 ","  1,387,968 ","  291,245 ","  63,917 ","  42,489 ",0.15,"  1,707,844 ","  1,387,968 ",  -   ,,,#ProductDemo,2024-02-01 13:34:00,2/1/2024,13,Medium
Post_3222,Instagram,Organic,Customer Story,Image,Australia,133.7751,-25.2744,"  39,095 ","  222,872 ","  40,975 ","  10,724 ","  10,176 ",0.18,"  257,248 ",  -   ,  -   ,,,#SuccessStory,2025-03-17 10:13:00,3/17/2025,10,Medium
Post_3223,YouTube,Organic,Customer Story,Video,USA,-95.7129,37.0902,"  77,557 ","  372,385 ","  46,110 ","  25,739 ","  17,992 ",0.21,"  423,225 ","  334,146 ",  -   ,,,#CustomerStory,2025-04-18 14:16:00,4/18/2025,14,High
Post_3224,Instagram,Organic,Customer Story,Live Stream,India,78.9629,20.5937,"  587,790 ","  2,521,249 ","  296,087 ","  181,328 ","  128,744 ",0.23,"  2,938,393 ",  -   ,"  363,278 ",,,#CustomerStory,2024-10-19 17:10:00,10/19/2024,17,High
Post_3225,YouTube,Sponsored,Product Promotion,Video,Brazil,-51.9253,-14.235,"  261,667 ","  2,015,020 ","  207,163 ","  99,904 ","  46,332 ",0.13,"  2,408,008 ","  2,015,020 ",  -   ,,,#ProductDemo,2025-01-18 11:31:00,1/18/2025,11,Medium
Post_3226,TikTok,Sponsored,Customer Story,Video,Brazil,-51.9253,-14.235,"  33,459 ","  143,197 ","  23,377 ","  7,477 ","  3,123 ",0.23,"  167,873 ","  126,207 ",  -   ,"  2,249 ",1.34%,#SuccessStory,2024-08-27 19:22:00,8/27/2024,19,High
Post_3227,YouTube,Organic,Entertainment,Video,UK,-3.436,55.3781,"  29,660 ","  364,812 ","  75,616 ","  17,683 ","  13,472 ",0.08,"  442,436 ","  327,747 ",  -   ,,,#TrendingNow,2025-02-19 08:05:00,2/19/2025,8,Low
Post_3228,TikTok,Sponsored,Customer Story,Video,Japan,138.2529,36.2048,"  85,169 ","  382,254 ","  92,735 ","  13,548 ","  8,148 ",0.22,"  466,958 ","  335,616 ",  -   ,"  7,331 ",1.57%,#SuccessStory,2024-11-18 17:12:00,11/18/2024,17,High
Post_3229,X.com,Organic,Customer Story,Image,Brazil,-51.9253,-14.235,  151 ,"  1,000 ",  196 ,  57 ,  45 ,0.15,"  1,274 ",  -   ,  -   ,,,#SuccessStory,2024-06-26 19:55:00,6/26/2024,19,Medium
Post_3230,LinkedIn,Organic,Entertainment,Video,USA,-95.7129,37.0902,"  17,410 ","  211,071 ","  44,735 ","  11,575 ","  8,120 ",0.08,"  259,178 ","  185,445 ",  -   ,,,#FunContent,12:11:00 PM,1/2/2025,12,Low
Post_3231,YouTube,Sponsored,Entertainment,Video,India,78.9629,20.5937,"  5,033 ","  100,002 ","  10,244 ","  3,870 ","  3,954 ",0.05,"  126,455 ","  88,492 ",  -   ,,,#TrendingNow,2024-04-25 12:57:00,4/25/2024,12,Low
Post_3232,Instagram,Organic,Customer Story,Image,USA,-95.7129,37.0902,"  7,196 ","  40,181 ","  5,698 ","  2,255 ","  1,358 ",0.18,"  45,041 ",  -   ,  -   ,,,#SuccessStory,2024-07-21 11:49:00,7/21/2024,11,Medium
Post_3233,Instagram,Organic,Event / Webinar,Live Stream,Brazil,-51.9253,-14.235,"  36,369 ","  270,783 ","  41,196 ","  21,592 ","  8,691 ",0.13,"  310,790 ",  -   ,"  327,156 ",,,#EventRecap,2024-05-03 11:17:00,5/3/2024,11,Medium
Post_3234,X.com,Organic,Event / Webinar,Image,Germany,10.4515,51.1657,"  26,532 ","  210,140 ","  47,338 ","  8,326 ","  10,165 ",0.13,"  233,734 ",  -   ,  -   ,,,#EventRecap,2024-04-08 17:26:00,4/8/2024,17,Medium
Post_3235,X.com,Organic,Product Promotion,Image,India,78.9629,20.5937,  137 ,"  1,000 ",  245 ,  79 ,  46 ,0.14,"  1,125 ",  -   ,  -   ,,,#FeatureHighlight,2024-01-06 16:37:00,1/6/2024,16,Medium
Post_3236,Instagram,Sponsored,Product Promotion,Video,Australia,133.7751,-25.2744,"  202,770 ","  1,607,671 ","  282,830 ","  90,766 ","  65,235 ",0.13,"  1,951,549 ","  1,607,671 ",  -   ,,,#ProductDemo,2024-04-27 14:21:00,4/27/2024,14,Medium
Post_3237,YouTube,Sponsored,Customer Story,Video,UK,-3.436,55.3781,"  41,157 ","  187,011 ","  34,697 ","  10,924 ","  8,845 ",0.22,"  208,906 ","  160,177 ",  -   ,,,#CustomerStory,2024-10-08 12:38:00,10/8/2024,12,High
Post_3238,X.com,Organic,Product Promotion,Image,UK,-3.436,55.3781,"  77,226 ","  569,583 ","  110,485 ","  25,083 ","  22,942 ",0.14,"  714,635 ",  -   ,  -   ,,,#FeatureHighlight,2024-09-25 08:52:00,9/25/2024,8,Medium
Post_3239,X.com,Organic,Customer Story,Image,India,78.9629,20.5937,"  79,524 ","  366,523 ","  69,154 ","  28,755 ","  9,628 ",0.22,"  465,697 ",  -   ,  -   ,,,#SuccessStory,2025-02-12 14:16:00,2/12/2025,14,High
Post_3240,Instagram,Sponsored,Product Promotion,Video,India,78.9629,20.5937,"  224,754 ","  2,270,098 ","  466,237 ","  155,956 ","  71,004 ",0.10,"  2,627,815 ","  2,270,098 ",  -   ,,,#ProductDemo,2025-03-26 17:33:00,3/26/2025,17,Low
Post_3241,X.com,Organic,Entertainment,Video,Australia,133.7751,-25.2744,"  124,543 ","  1,809,219 ","  198,023 ","  108,607 ","  45,217 ",0.07,"  2,278,384 ","  1,809,219 ",  -   ,,,#TrendingNow,2024-06-11 19:51:00,6/11/2024,19,Low
Post_3242,X.com,Organic,Product Promotion,Image,USA,-95.7129,37.0902,"  40,588 ","  323,683 ","  63,526 ","  23,867 ","  16,635 ",0.13,"  363,309 ",  -   ,  -   ,,,#FeatureHighlight,2024-12-17 16:38:00,12/17/2024,16,Medium
Post_3243,Instagram,Organic,Product Promotion,Video,UK,-3.436,55.3781,"  149,336 ","  1,677,551 ","  412,434 ","  112,038 ","  34,591 ",0.09,"  2,140,550 ","  1,677,551 ",  -   ,,,#ProductDemo,2024-01-10 16:48:00,1/10/2024,16,Low
Post_3244,YouTube,Sponsored,Customer Story,Video,India,78.9629,20.5937,"  84,972 ","  392,807 ","  45,220 ","  14,544 ","  19,396 ",0.22,"  500,040 ","  368,668 ",  -   ,,,#CustomerStory,2024-01-21 10:16:00,1/21/2024,10,High
Post_3245,YouTube,Organic,Entertainment,Video,Japan,138.2529,36.2048,"  11,518 ","  136,925 ","  20,908 ","  6,455 ","  4,527 ",0.08,"  157,269 ","  136,725 ",  -   ,,,#TrendingNow,2025-04-02 17:40:00,4/2/2025,17,Low
Post_3246,TikTok,Organic,Customer Story,Video,Australia,133.7751,-25.2744,"  49,039 ","  281,281 ","  53,817 ","  21,101 ","  9,080 ",0.17,"  319,911 ","  250,488 ",  -   ,"  6,174 ",1.93%,#SuccessStory,2025-03-08 08:02:00,3/8/2025,8,Medium
Post_3247,Instagram,Organic,Customer Story,Image,Brazil,-51.9253,-14.235,"  92,970 ","  599,662 ","  143,694 ","  22,952 ","  15,453 ",0.16,"  724,563 ",  -   ,  -   ,,,#SuccessStory,2024-05-28 15:03:00,5/28/2024,15,Medium
Post_3248,X.com,Organic,Customer Story,Image,Canada,-106.3468,56.1304,"  56,946 ","  319,780 ","  61,450 ","  17,270 ","  14,057 ",0.18,"  363,294 ",  -   ,  -   ,,,#SuccessStory,2024-07-14 15:47:00,7/14/2024,15,Medium
Post_3249,YouTube,Organic,Customer Story,Video,Germany,10.4515,51.1657,"  86,532 ","  462,083 ","  76,200 ","  29,560 ","  17,581 ",0.19,"  539,121 ","  404,975 ",  -   ,,,#CustomerStory,2025-01-30 16:54:00,1/30/2025,16,Medium
Post_3250,YouTube,Sponsored,Product Promotion,Video,Australia,133.7751,-25.2744,"  184,914 ","  1,794,886 ","  261,229 ","  90,722 ","  37,555 ",0.10,"  2,214,359 ","  1,794,886 ",  -   ,,,#ProductDemo,2024-03-13 11:35:00,3/13/2024,11,Medium
Post_3251,Instagram,Organic,Product Promotion,Video,Canada,-106.3468,56.1304,"  163,551 ","  1,686,913 ","  180,339 ","  133,837 ","  51,531 ",0.10,"  1,898,324 ","  1,686,913 ",  -   ,,,#ProductDemo,2024-05-08 11:25:00,5/8/2024,11,Low
Post_3252,Instagram,Organic,Customer Story,Image,India,78.9629,20.5937,"  59,820 ","  349,099 ","  54,271 ","  23,364 ","  11,086 ",0.17,"  424,134 ",  -   ,  -   ,,,#SuccessStory,2024-03-23 10:55:00,3/23/2024,10,Medium
Post_3253,YouTube,Sponsored,Entertainment,Video,Germany,10.4515,51.1657,"  28,439 ","  306,771 ","  45,875 ","  20,321 ","  13,645 ",0.09,"  344,797 ","  280,693 ",  -   ,,,#TrendingNow,2024-06-03 17:19:00,6/3/2024,17,Low
Post_3254,TikTok,Organic,Customer Story,Live Stream,Australia,133.7751,-25.2744,"  43,343 ","  228,656 ","  28,467 ","  14,185 ","  12,012 ",0.19,"  267,503 ",  -   ,"  198,827 ","  3,129 ",1.17%,#SuccessStory,2024-01-21 15:48:00,1/21/2024,15,Medium
Post_3255,YouTube,Organic,Product Promotion,Video,India,78.9629,20.5937,"  54,196 ","  395,633 ","  40,766 ","  27,066 ","  14,258 ",0.14,"  499,773 ","  349,118 ",  -   ,,,#ProductDemo,2024-07-26 11:28:00,7/26/2024,11,Medium
Post_3256,TikTok,Sponsored,Customer Story,Video,Germany,10.4515,51.1657,"  266,604 ","  1,316,622 ","  271,561 ","  94,055 ","  41,376 ",0.20,"  1,497,027 ","  1,316,622 ",  -   ,"  17,515 ",1.17%,#CustomerStory,2024-02-07 17:50:00,2/7/2024,17,High
Post_3257,YouTube,Organic,Product Promotion,Video,Australia,133.7751,-25.2744,"  442,832 ","  2,970,363 ","  331,781 ","  173,371 ","  110,387 ",0.15,"  3,277,864 ","  2,970,363 ",  -   ,,,#ProductDemo,2024-09-19 12:54:00,9/19/2024,12,Medium
Post_3258,Instagram,Organic,Customer Story,Image,Australia,133.7751,-25.2744,"  30,248 ","  172,451 ","  23,349 ","  7,629 ","  4,220 ",0.18,"  211,477 ",  -   ,  -   ,,,#SuccessStory,2024-08-17 10:07:00,8/17/2024,10,Medium
Post_3259,Instagram,Organic,Customer Story,Live Stream,UK,-3.436,55.3781,"  32,735 ","  168,934 ","  39,654 ","  9,013 ","  6,028 ",0.19,"  210,284 ",  -   ,"  463,845 ",,,#SuccessStory,2025-03-25 12:09:00,3/25/2025,12,Medium
Post_3260,YouTube,Organic,Customer Story,Video,Japan,138.2529,36.2048,"  37,723 ","  156,094 ","  16,195 ","  8,181 ","  6,935 ",0.24,"  181,648 ","  151,279 ",  -   ,,,#CustomerStory,2024-08-21 14:25:00,8/21/2024,14,High
Post_3261,YouTube,Organic,Customer Story,Video,USA,-95.7129,37.0902,"  20,189 ","  105,987 ","  21,838 ","  4,686 ","  3,252 ",0.19,"  135,223 ","  96,778 ",  -   ,,,#CustomerStory,2024-04-28 15:01:00,4/28/2024,15,Medium
Post_3262,X.com,Organic,Product Promotion,Video,Brazil,-51.9253,-14.235,"  227,374 ","  1,846,813 ","  229,691 ","  61,350 ","  56,821 ",0.12,"  2,255,677 ","  1,846,813 ",  -   ,,,#ProductDemo,2024-03-20 13:24:00,3/20/2024,13,Medium
Post_3263,YouTube,Organic,Customer Story,Video,India,78.9629,20.5937,"  44,715 ","  242,050 ","  46,982 ","  17,533 ","  7,066 ",0.18,"  305,822 ","  209,149 ",  -   ,,,#CustomerStory,2024-09-25 10:28:00,9/25/2024,10,Medium
Post_3264,YouTube,Organic,Event / Webinar,Live Stream,Japan,138.2529,36.2048,"  21,612 ","  144,513 ","  19,543 ","  9,225 ","  5,379 ",0.15,"  162,278 ",  -   ,"  1,571,395 ",,,#WebinarReplay,2024-05-12 13:48:00,5/12/2024,13,Medium
Post_3265,X.com,Organic,Customer Story,Image,India,78.9629,20.5937,"  44,458 ","  191,130 ","  29,385 ","  11,977 ","  5,611 ",0.23,"  217,263 ",  -   ,  -   ,,,#SuccessStory,2024-12-16 11:07:00,12/16/2024,11,High
Post_3266,Instagram,Organic,Product Promotion,Live Stream,Australia,133.7751,-25.2744,"  19,923 ","  198,620 ","  20,158 ","  10,642 ","  7,377 ",0.10,"  227,772 ",  -   ,"  121,460 ",,,#FeatureHighlight,2024-08-20 17:50:00,8/20/2024,17,Medium
